Symbol,Exchange
0P0000NNFH.BO,BSE
0P0000X2G0.L,LSE
AANFWXX,NAS
0P0000CUIB.F,FRA
0P0000VP4Z.BO,BSE
0P0000A3YS,IOB
MULTIUSBF-T.MX,MEX
0P00011G4I,STU
0P0000KRWA.TO,TOR
0P00012DCW.IR,ISE
ABHEHXX,NAS
0P0000Q5DB.ST,STO
0P0000KRY6.TO,TOR
0P0001BL9W.IR,ISE
0P0000FU1K.F,FRA
0P00000C5J.SW,EBS
0P00000R1Q.L,LSE
0P0001INXM.ST,STO
S1115.MC,MCE
0P0000W86G.TO,TOR
0P0001B9YV.BO,BSE
0P0001BI4G,VIE
0P0001LUR1.SW,EBS
BBVAESGTNC.MX,MEX
0P0000XV3T.BO,BSE
0P0000NDDE.TO,TOR
0P0001A1A1.L,LSE
AALKJXX,NAS
0P0001LIPB.BO,BSE
0P0001FM0T.T,JPX
0P0001A1GJ.SW,EBS
0P00000AQ1.L,LSE
0P00000H8O.F,FRA
0P0000YVHV,PNK
0P0001LYMJ.SA,SAO
0P00012F3G.L,LSE
0P0000S8Q2.TO,TOR
ABCMKXX,NAS
NTEPZO3EMP.MX,MEX
0P0001S9X3.SW,EBS
0P0000M4O6.L,LSE
0P0001LLQJ.BO,BSE
IWTX.SG,STU
0P0000WJGC.TO,TOR
AAQBTXX,NAS
AAGQUXX,NAS
0P00008FNB.F,FRA
0P0001A3XW.L,LSE
0P0000M59S.TO,VIE
0P00016VGF.WA,WSE
0P0001RM7A.SW,EBS
0P0000Y4WK.SI,SES
0P0000HLDG.F,FRA
0P00012H8W,PNK
IE00BH4G7D40.SG,STU
0P0000ZAAQ,PNK
LYXC.SG,STU
0P000185H0.SW,EBS
0P00000HRF.F,FRA
0P0001JDYR.HK,HKG
0P0001OJYP.SA,SAO
ABGZHXX,NAS
0P0000IVFO.F,FRA
0P0000M6G2.TO,TOR
0P0001MO1P.ST,STO
0P00009XY1.TO,TOR
0P0001N54E.IR,ISE
0P0001ENJS.BO,VIE
0P0000PX8C.TW,TAI
0P0000NDQ5.TO,TOR
0P0001Q8DH.T,JPX
AAKVKXX,NAS
0P0000WIDZ,PNK
0P000070GK.TO,TOR
0P00019Z8F.ST,STO
0P0000XVHT.BO,BSE
AXAIM53BM.MX,MEX
0P00002ABF.F,FRA
0P0001KFVQ.TW,TAI
0P0001IF3R.HK,HKG
0P0001K6GY.SI,SES
0P0000ND9I.TO,TOR
0P00013WH9.IR,ISE
0P0000X6F4.L,LSE
S0737.MC,MCE
0P0000ZR8T.SW,EBS
0P0001H9LH.HK,HKG
0P000070T9.TO,TOR
ABHCDXX,NAS
0P0001STJY.SI,SES
P5U7.SG,STU
AASBXXX,NAS
0P0000V075.IR,ISE
0P00000CVM.F,FRA
0P0000VQTV,PNK
0P0001FC1G.BO,BSE
0P00000KDJ,PNK
0P0001O819.BO,BSE
0P0001ALZ4.L,LSE
0P0000YPM1.BE,BER
0P0000NCTL,PNK
EHF1.SG,STU
BLK2060A.MX,MEX
0P000150IF,PNK
0P0001O8NF.SA,SAO
0P00019L7A.L,LSE
AAFTEXX,NAS
ABDKUXX,NAS
SURCETEBFI.MX,MEX
0P00008Y5P.F,FRA
0P00017W7C.SW,EBS
0P00018JRZ.SZ,SHZ
0P0000RVP5.IR,ISE
0P0000XW6R.BO,BSE
0P00000XOR.F,FRA
0P0001N7LB.ST,STO
0P0001DYTE.BO,BSE
PRINMASF1.MX,MEX
AAMMBXX,NAS
0P000101SU,PNK
0P0001RGOY.BO,BSE
0P0001SCDY.HK,HKG
0P00000BKG.F,FRA
AANIVXX,NAS
0P0000IYME.F,FRA
0P0000WUU0.L,LSE
0P00019G2G.L,LSE
0P0000TKF5,PNK
0P0001856X.BE,BER
ZPR5.SG,STU
0P0001TDGM.T,JPX
0P00013MPV.TW,TAI
0P000075SN.TO,TOR
0P00019VVF.SW,EBS
0P0000ZQWV.L,LSE
0P00009QFQ.TO,TOR
0P00000XP7.F,FRA
0P0001F4RT.CO,CPH
RR8B.SG,STU
0P0000AA54.F,MCE
0P00008Y97.L,LSE
0P00009OUC.SW,EBS
0P00007050.TO,TOR
0P0000TR4E.WA,WSE
NTEGUBE1S.MX,MEX
0P00017VY6.SW,EBS
AAOSEXX,NAS
0P0000176S.F,MUN
0P000075O1.TO,TOR
0P0001DZY1.ST,STO
QRLGX,NGM
0P0001HZLQ,MUN
0P000099ZX,PNK
0P00011WF8.L,LSE
0P0001K2EH.SZ,SHZ
0P000183XR.L,LSE
VLMXESGB0FI.MX,MEX
0P0001RXZA.IR,ISE
0P0001HOUH.F,MCE
0P0000U4J0.SA,SAO
0P0000SOGZ.SW,EBS
0P000073R0.TO,TOR
0P0000KYC1.SI,WSE
0P0001IBU1.SW,EBS
0P0001NZYQ.SA,SAO
ABEDUXX,NAS
0P0001DJ5G.BO,BSE
0P0000WB2N.HK,HKG
0P0000763G.TO,TOR
0P00000V2U.F,FRA
0P0000A303,PNK
AAPUIXX,NAS
0P000024NN,PNK
0P0001CC13.ST,STO
0P0001533C,PNK
0P0001NLEE.SW,EBS
0P0001H11Z.BO,BSE
0P00011X4O,BER
0P00019PXP.SW,EBS
INBUREXB-2.MX,MEX
0P0001PT9M.BO,BSE
0P0000VVUP.SW,EBS
MULTIARBM-T.MX,MEX
0P0000XXDY,PNK
0P0001KV97.SA,SAO
0P0001MLHT.F,MUN
AAZOCXX,NAS
AALOMXX,NAS
0P0000ZT16.BE,BER
0P0000UJ17,PNK
XXINTEBB2P07.MX,MEX
NTELPE3.MX,MEX
ABCSX,NAS
0P0001M57A.SA,SAO
0P0001IK3G.BO,BSE
0P0001JLVE.IR,ISE
0P0000XVWC.BO,BSE
0P0000WN1J,PNK
0P0001NSSJ.HK,HKG
0P0001L7D3.BO,BSE
0P0001COG9.T,JPX
AAIAZXX,NAS
0P0000VHB1.IR,ISE
0P0001SXX5.SA,SAO
0P00016ZG1.HK,HKG
0P0001NNH3.HK,HKG
STIINM.ST,STO
GQCJ.SG,STU
PRINGLPFB.MX,MEX
ABGUOXX,NAS
0P000029YG.F,FRA
0P00000QKO.F,FRA
0P00017CPU.L,LSE
ABCIDXX,NAS
0P0001O3SF.SW,EBS
0P00001FBJ,PNK
0P0001I39X.BO,BSE
0P0000772Y.TO,TOR
0P0000JWU9.BO,BSE
0P0001SXD8.SW,EBS
0P000027GQ.T,JPX
0P000075ES.TO,TOR
0P0001KBFV.BO,BSE
0P00001UVN,PNK
0P0000MOW5.L,LSE
0P0000ZFAA,PNK
0P0000XVLE.BO,BSE
0P00000LFU.F,FRA
0P0000NPOZ.BO,BSE
0P0001N9ZZ.SA,SAO
0P0001LFXI.SA,SAO
0P00005WFI.BO,BSE
0P00000LLH.T,JPX
0P00000F1N.F,FRA
0P0000A0D8.L,LSE
0P0001DFLT.SW,EBS
AARDBXX,NAS
AAORLXX,NAS
0P00000VPI.F,FRA
0P000018JG.F,FRA
0P0000619Z.F,FRA
0P0001BB74.BO,BSE
SURASIABO1.MX,MEX
0P0000Q6GG.TO,TOR
0P0001RONM.SA,SAO
0P0001CCMN.HK,HKG
0P0001SL31.IR,ISE
0P00000AZY,PNK
0P0001J419.BO,BSE
0P0000HLYA.F,FRA
0P0000XY0D.BO,LSE
0P00000S5S.F,FRA
0P0001NV0R.SW,EBS
0P00012H5I.SW,EBS
0P0000TPWW.TO,TOR
0P00017TAQ.ST,STO
0P0000ZKPH,PNK
0P0000A71Z.F,FRA
0P0001Q6JH.SA,SAO
0P0001D299.BO,BSE
0P00000UBY.F,FRA
0P00009J43.BO,BSE
0P0000NG10.TO,TOR
0P0001L011.IR,ISE
0P0000NFXZ.TO,TOR
0P00005TUX.F,FRA
0P0000W48J.L,LSE
0P0001M1KR.SW,EBS
0P0001JDMA.MX,MEX
0P00012H6B.SW,EBS
AAASNXX,NAS
0P0000M56B.TO,TOR
0P0000A0UJ.HK,HKG
QDVX.SG,STU
0P00007163.TO,TOR
0P0000WGYA.TO,TOR
0P00006CVL.F,FRA
0P0000UR77.F,STU
0P0001TZ1V.SW,EBS
0P00001QKB.SW,EBS
0P00008EWS.F,FRA
0P00000OPT.SW,EBS
0P0000IUBY.TO,TOR
0P0000HXBS.IR,FRA
0P00009SEG.F,FRA
0P0000NNCO.BO,BSE
0P0000WHPQ.L,LSE
0P0001CSOO.IR,ISE
0P0001I16N.SW,EBS
0P00018DMH.SZ,SHZ
SPVGHER-LX.CO,CPH
0P0001R8AN.SW,EBS
0P0000XAIN.ST,STO
0P00011JVB.SA,SAO
0P0000F20U.F,FRA
0P00005WUM.BO,FRA
0P0001CE12.SW,EBS
AAAUGXX,NAS
0P0000UAFM.L,LSE
0P00017Z3V.L,LSE
NTESELA.MX,MEX
0P0001C30Y.ST,STO
0P0000GBBQ.BO,BSE
0P000075QF.TO,TOR
AAJAKXX,NAS
0P000177KK.SW,EBS
0P00009XXO.F,FRA
BAK30.CO,CPH
0P000070PK.TO,VIE
LCII.MX,MEX
AAHSSXX,NAS
0P0000WIOD,PNK
0P0001FH2Q.SW,EBS
0P000010IZ,PNK
0P00014DT1,PNK
0P0000N953,PNK
ABFFIXX,NAS
0P0000W7ZZ.TO,TOR
0P0001HEVD.HK,HKG
AAOMLXX,NAS
0P0000VVE4.SW,EBS
0P0000NDDG.TO,TOR
0P00008W6H.SW,EBS
0P000127U8.L,LSE
0P0001IJ1P.SW,EBS
0P00015633.SW,EBS
VECTFIFC7.MX,MEX
0P0001HHRQ.SW,EBS
0P0000O9H6.IR,ISE
0P0000YXUJ.L,LSE
0P00000FHG.F,FRA
0P0000XZP2,PNK
0P0001N5TH.SZ,SHZ
IE00B8KD3F05.SG,STU
0P0001RINJ.BO,BSE
0P00014MOU,PNK
0P0001LIPI.BO,BSE
0P0001BAQG.BO,BSE
0P0000AF05.BO,BSE
0P0001OV2N.SW,EBS
ABEPJXX,NAS
0P00001DJJ.F,FRA
0P0001S9SZ.SA,SAO
0P0001IGGA.WA,WSE
0P00000N8I.F,FRA
0P00000TRT.F,FRA
0P0000MO1X.TO,TOR
0P000072G9.TO,TOR
DE000A2H7N24.SG,STU
0P0000XRMM,PNK
0P0000PRVW.TO,TOR
0P0000YAG0,PNK
0P0001UAAG.T,JPX
0P0001PTPJ.TW,TAI
0P0001T56G.HK,HKG
0P0001NLU9.SA,SAO
0P0000W7UY.TO,TOR
0P0000706R.TO,TOR
0P0001TB2A.SI,SES
0P0000Y0K4,PNK
0P00018LI6.L,LSE
0P0000XS7L,PNK
0P0001PFWN.BO,BSE
0P00018BHC.BO,BSE
ABEUTXX,NAS
0P0000276A,PNK
0P0001TOAJ.SA,SAO
0P0000HRE3.L,LSE
0P0001NJA5.ST,STO
0P0001AN2Y.SA,SAO
0P000080AA.TO,TOR
0P0001NQH7.BO,BSE
0P000127U9.L,LSE
SCOTDL+E.MX,MEX
0P000101RU.BO,BSE
AAKSNXX,NAS
0P000087H3.TO,TOR
0P0000HR9B.TO,TOR
0P0000HRIZ.TO,TOR
0P0000TQMJ.TO,TOR
0P0000X1BQ.SW,EBS
0P0001BSR3.IR,ISE
0P0001EORY.ST,STO
0P00001CSX,PNK
0P0001KMGT.F,JPX
0P00014ZD0,PNK
0P00007062.TO,TOR
0P0000F4OX.TO,TOR
0P0001F5NS.SW,EBS
0P0001HCBT.BO,BSE
0P00015CNU.HK,HKG
0P0001S265.SA,SAO
0P00000JZM.F,FRA
0P00016YR9.SW,EBS
0P000072XD.TO,TOR
0P00001O34.L,LSE
0P00012ZRK.BO,BSE
0P00000TKE,PNK
0P0000KRXZ.TO,TOR
0P0001QKRR.BO,BSE
0P00000MDN.F,FRA
ABHGKXX,NAS
FGEQ.SG,STU
0P0000JAV6.F,FRA
0P0001R876.T,JPX
AACKX,NAS
0P0000JSPH.TO,TOR
ABEZAXX,NAS
0P00002AZB.F,FRA
AAFWYXX,NAS
0P0001EXSM.HK,HKG
AANKFXX,NAS
0P0000268J.F,FRA
0P0001EK17.F,VAN
0P00009AJA,PNK
0P00019E6D.TW,TAI
VZAB.BE,BER
0P000101U3.SW,EBS
0P0000A48J,PNK
0P0001QW6I.SW,EBS
0P0000UREB,PNK
0P0000YRK7,PNK
0P0001ST1N.HK,HKG
ZPDI.SG,STU
0P0000RZA3.BO,BSE
PRINLS1XA.MX,MEX
0P0000VWVE,PNK
0P0001RG1J.BO,BSE
SMDJX,NGM
EXHB.SG,STU
SBANKCPM5.MX,MEX
MULTIFABF-3.MX,MEX
AAEVNXX,NAS
AAJASXX,NAS
VTLS-RVE-1.MX,MEX
0P0001RKJI.SA,SAO
0P0000710A.TO,TOR
ABBWGXX,NAS
0P00019W5Z.BO,BSE
0P00000IU0.F,FRA
0P0000V0YB.ST,STO
0P0001Q6NL.ST,STO
AAEFBXX,NAS
0P0000SVRS.BO,BSE
0P00015NIJ.SW,EBS
AAWFXXX,NAS
0P0001A50N.SW,EBS
0P0001EG8R.TW,TAI
0P00000GJ1.F,FRA
0P0001PU00.SI,SES
ABBIJXX,NAS
0P0001PF1V.TW,TAI
0P0000I2GD.F,FRA
0P000074T5.TO,TOR
0P0000NCW9,PNK
AAHARXX,NAS
0P00015575.L,LSE
AAHKDXX,NAS
0P000136NK,PNK
0P00017UWP.L,LSE
0P0001M2IW.BO,BSE
0P0001F52U.SW,EBS
SURCETEBOE3.MX,MEX
ABBQTXX,NAS
0P0000KS1W.TO,TOR
ABEWJXX,NAS
LYXI.SG,STU
0P0000V8K2.BO,BSE
ABBZEXX,NAS
0P00000BCN.F,FRA
0P0000IUYS.TO,TOR
0P0000A2J1.T,JPX
0P0001PSHR.BO,BSE
0P00000D5Q.F,FRA
0P0001BASN.BO,BSE
0P0001DHLX.HK,HKG
0P00000R4C.L,LSE
0P0000S1RN.SW,EBS
0P0001AO7I.SW,EBS
0P0000WUYX,PNK
0P0000GBC5.BO,BSE
SRVE.SG,STU
AATBIXX,NAS
0P0001RD8V.SW,EBS
0P000197HY.L,LSE
0P0000NCSF,PNK
0P0000S1JN.TW,TAI
0P000074RX,PNK
0P0000X7EG.L,LSE
0P00014B6U.L,LSE
0P00000D0F,PNK
0P0001M10I.BE,BER
0P00000SMG,FRA
0P0000W82Y.TO,TOR
0P0000ZA30.ST,STO
0P0000HKIJ.L,LSE
0P0000M561.TO,TOR
0P00011PSW.L,LSE
0P000087P8,PNK
0P00006BKG.F,FRA
0P0000IZPE.F,FRA
0P00000K80.F,FRA
0P0000NFP3.TO,TOR
0P00011WOF.L,LSE
0P0000XF9B.BE,BER
0P0000OXBH.BD,BUD
0P0001NNH2.HK,HKG
0P0001LX8X.BO,BSE
0P0000MPRQ.HK,HKG
0P0000ACEV.F,FRA
0P0000RT6W.L,LSE
AAYFOXX,NAS
0P0001R8LJ.ST,STO
0P0000UZWG.TO,TOR
0P0001TO68.WA,WSE
0P00007YK9.TO,TOR
0P0001DWXW.SZ,SHZ
0P0000N2XP.L,LSE
AAGSZXX,NAS
0P0001KKUJ.SW,EBS
0P000038FC,PNK
0P000075ZV.TO,TOR
0P0001C16J.HK,HKG
0P0000W7R5.TO,TOR
0P0000714A.TO,TOR
BBVARFF.MX,MEX
0P0001PTPS.HK,HKG
0P0001SFMN.SW,EBS
0P0000Q62F.L,LSE
0P00013N8X.SW,EBS
APRIN70I.MX,MEX
0P0000FXSU.TO,TOR
0P00013DRT.ST,STO
0P0000X085.TO,TOR
AANTZXX,NAS
ABEWDXX,NAS
0P00000DW6.F,FRA
AAQHFXX,NAS
0P0000G37E.TO,TOR
0P00008WDJ,FRA
0P0000XPG8.L,LSE
0P0000VA0A,PNK
0P0001HSKU.SZ,SHZ
0P0001QVXO.BO,BSE
0P000170AG.L,LSE
0P00000DS2,PNK
0P0001MJI1.SZ,SHZ
0P0001PQW5.SZ,SHZ
0P00008W1N.F,FRA
NTEDPE7.MX,MEX
0P00014CFF.BO,BSE
0P0001FE9W.BO,BSE
AAJJVXX,NAS
HLX7.SG,STU
ALTER1+BN1T4.MX,MEX
AAQUIXX,NAS
0P0001SU78.SA,SAO
0P0001SU6B.SW,EBS
PRINFGUX5.MX,MEX
GIU2.SG,STU
0P0001QAL4.SW,EBS
0P00001ZR7.L,LSE
0P0000XV0F.BO,BSE
LU0406802339.SG,STU
0P0001FVAH.BO,BSE
0P00001AX6.HK,HKG
0P00001EUS.L,LSE
0P0000NCSC,PNK
0P0000Z26M.L,LSE
ABHAIXX,NAS
0P0000140R.F,FRA
0P0001B9PY.BO,BSE
0P0001LUE5.ST,STO
0P0001LP1P.BE,BER
0P0000N8UY.BO,BSE
0P000136NW,PNK
0P0001HHJM.BO,BSE
0P00007ZH5,PNK
0P0001JIBA.SI,SES
0P0000JB7O.TO,TOR
0P000196OF.CO,CPH
0P0001TTIX.SW,EBS
0P0000Y4ML,PNK
0P0001R2R3.IR,ISE
0P0000XV43.BO,BSE
0P00016BJ8.SW,EBS
BLKDINC0-A.MX,MEX
AAFVXXX,NAS
0P00008FFG,PNK
0P0000PUY0,PNK
0P0001BA5L.BO,BSE
0P0001AGXK.SI,SES
0P0000TYGO.TO,TOR
0P0000VNY0.SA,SAO
0P0000NR67.L,LSE
0P00008O8Z.F,FRA
0P0001IZP7.F,MCE
0P0000WV79.L,LSE
0P0001IPP1.BO,BSE
0P00016NZ4.L,LSE
0P00011S6M.SW,EBS
0P0000KWSA.SI,SES
0P00000PZB.F,FRA
0P00000T6L.F,FRA
ABCSKXX,NAS
0P0001NGXB.SW,EBS
0P0000ADX0.F,FRA
0P0001BD6L.F,MCE
0P0001R8T5.HK,HKG
0P0000N5GH,PNK
0P0001HZLU.SW,EBS
0P00000Y2C.F,FRA
0P0001QTYB.CO,CPH
0P00018XQ1.SW,EBS
0P0001LEA1.SW,EBS
0P0001DYYW.BE,BER
0P0000WJLB.TO,TOR
0P0000XVSV.BO,BSE
0P00000MDM.F,FRA
S0799.MC,MCE
0P0000JLFQ,PNK
0P00019JU0.BO,BSE
AAMKPXX,NAS
0P0001K041.SW,EBS
0P000016R6.F,FRA
0P00019SRS.SW,EBS
0P00014KAS.BO,BSE
0P0001BA3O.BO,JKT
0P0001CDW8.SI,SES
0P0001QMUX.IR,ISE
0P0001SE71.SA,SAO
IE00BYTRRC02.SG,STU
0P0000PYCJ.TO,TOR
XMK9.SG,STU
0P0001KRJU.HK,HKG
0P0001H76I.SZ,SHZ
0P0000XZR6,PNK
0P0000Y0SQ,PNK
0P0000WAG4,PNK
0P00000MNM.F,FRA
0P0001SR0E.SA,SAO
0P000019T2.F,FRA
0P0000M52E.TO,TOR
LU2078716052.SG,STU
0P0000ZECB,PNK
0P0001IXN7.CO,CPH
0P0001TEIU.ST,STO
0P0000MPG9.TO,TOR
0P00015MD1.L,LSE
0P0001SBMH.SZ,SHZ
0P0000WFBJ.BE,BER
ABCVX,NAS
0P00001D1J,PNK
0P0000TK33.F,MUN
0P0000TVAW,PNK
0P00014LEQ.L,LSE
0P00000SXN,PNK
XXINTEBA2.MX,MEX
0P0001O86Z.BO,BSE
AASQGXX,NAS
ABBBMXX,NAS
ABCQAXX,NAS
S3796.MC,MCE
0P00017C3B.SW,EBS
0P0001B9S4.BO,BSE
0P0001IO2R.BE,BER
0P0001J6ZP.TW,TAI
AAKLEXX,NAS
0P00017KKE.L,LSE
ABAQTXX,NAS
0P0000XVUB.BO,BSE
0P00009C4T.TW,TAI
AATUAXX,NAS
AAZODXX,NAS
0P000021LA.SW,EBS
0P0001MJZX.HK,HKG
LU2197908721.SG,STU
0P0001JN4G,HKG
PRINFMPFB.MX,MEX
0P0000KKEN.BO,BSE
0P0001BJFG.BO,BSE
0P000015NQ.F,FRA
0P0000SR82.TO,TOR
0P0000XVB9.BO,BSE
0P00016WE6.ST,STO
0P0001BB1N.BO,BSE
SSB8084A2.MX,MEX
0P0000XUYQ.BO,BSE
0P0001IDZ3.CO,CPH
0P0000Z05D,PNK
0P00015U4O.SW,EBS
FT-LIQUBF1.MX,MEX
AATICXX,NAS
0P000162TJ.SW,EBS
0P0000766Z.TO,TOR
0P0001M3XN.SW,EBS
0P0001J7OC.SW,EBS
ABANCXX,NAS
SCOTMA2M1.MX,MEX
ABCGLXX,NAS
0P00000U9P.F,FRA
0P0001A1GK.SW,EBS
0P0001DXSB.HK,HKG
0P00015ZDQ.L,LSE
0P0001PYAJ.T,JPX
0P00019WGZ.BO,BSE
AADKTXX,NAS
AAIXQXX,NAS
ABGHUXX,NAS
0P0000IMDT.TO,TOR
ABHCSXX,NAS
0P000064JS.F,FRA
0P0001AKTP.L,LSE
AFIRVISC.MX,MEX
0P0001L8JZ.TW,TAI
0P0000YWUV.SW,EBS
0P0001N04C.SW,EBS
0P0001L5GE.SW,EBS
0P00011GXV.L,LSE
0P0001FT0Y.BO,BSE
0P00011XCB.BO,BSE
AASRVXX,NAS
AANPNXX,NAS
0P0001SAK6.SW,EBS
AAXBBXX,NAS
0P000018BM.F,FRA
0P0000HMDF.TO,TOR
0P000070UQ.TO,TOR
AAISX,NAS
0P0000W87C.TO,TOR
0P0000JATG.SW,EBS
0P0000YSL6,PNK
0P000196MS.L,LSE
0P00000WN7.F,FRA
0P00002BUT,PNK
KEMP0.AS,AMS
AAEQCXX,NAS
0P0001PRLJ.BO,BSE
0P00000Q1V.F,FRA
0P0000SC4R,PNK
0P0001SQSE.T,JPX
0P0001PHDT.CO,CPH
0P0000HKS2.TO,TOR
0P000075CM.TO,TOR
0P00008Q8Y.F,FRA
0P0000ND0X,PNK
0P0001FT15.BO,BSE
0P0001QED2.BO,BSE
NTEDLSA.MX,MEX
LYPS.SG,STU
0P0001LVLW.SW,EBS
0P0000JZVM.F,HAM
0P000132QK,PNK
0P0001BU84.SA,SAO
0P0000VXWT.SW,EBS
0P0001RJJE.SA,SAO
0P000085B4.F,FRA
NDIGV.CO,CPH
0P00000V1O.F,FRA
0P0001MY2W.TW,TAI
SPP7.SG,STU
0P0000S1XP.SW,EBS
0P0000T16J.IR,ISE
0P0000WBQU.L,LSE
ABBFSXX,NAS
0P00001P89,PNK
0P0000YXUG.L,LSE
IE0002L5QB31.SG,STU
0P0001LHGQ.SZ,SHZ
0P0000X8PB,PNK
0P00001S9R.T,JPX
0P0000S1QY.SW,EBS
LU2504532131.SG,STU
0P0000X7X4,PNK
0P0000POT0.L,LSE
0P0001OUQ0.SA,SAO
0P0001BB16.BO,BSE
0P00015VZF.F,STU
0P0001TGNA.SW,EBS
GBMDIV2A.MX,MEX
0P0000Y5Q7,PNK
0P0000ABAH,PNK
IE00B68FF474.SG,STU
0P0001RMJF.BO,BSE
0P00006AEH.TW,TAI
0P0000U8XX.SA,SAO
0P0001BM6R.TW,TAI
0P0000XZ4Q,PNK
AXESLPA.MX,MEX
0P000071HY.TO,TOR
0P0001556M,PNK
0P0000VRZS.L,LSE
0P0001Q6FL.BO,BSE
0P0000XW42.BO,BSE
0P00007378.TO,TOR
0P0000VOP8.L,LSE
0P0001QGJ4.SW,EBS
0P0000Q26I,KOE
0P00006O8O.SI,SES
0P0000W7X1.TO,TOR
0P0001RPMC.IR,ISE
0P0001HHQM.TW,TAI
IE000C5Q64P6.SG,STU
0P0001BB5L.BO,BSE
0P00019UBO.SW,EBS
0P0001H20Q.SI,SES
0P0000KRTS.TO,TOR
0P00015HXO.L,LSE
0P0000WHML,PNK
0P0000TCNI,PNK
0P00017YVQ.SW,EBS
ABCHQXX,NAS
0P0001R8UF.BO,BSE
0P0001FSXX.T,JPX
0P0000PWB1.TO,TOR
0P0000M5LK.TO,TOR
0P0000Z1AN.SA,SAO
0P0001KI19.TW,TAI
0P00011EPA,PNK
0P0000XW6W.BO,BSE
0P0001K7T8.SW,EBS
0P0000S03E,PNK
AARBPXX,NAS
AAPVNXX,NAS
0P0000O4RM,PNK
0P0001HSQ8.BO,BSE
0P0000700Q.F,FRA
0P0000PYSO,PNK
0P0001S85D.SA,SAO
0P000075R3.TO,TOR
0P0000TNU2.TO,TOR
0P00000DPU,KOE
MI9T.SG,STU
0P0000J2CD.TO,TOR
AAVYGXX,NAS
0P0001HXY9.BO,BSE
0P00014EL4.HK,HKG
0P0000SIIF,PNK
0P0000TYC5.TO,TOR
0P00018S3B.BO,MUN
0P0001540Z.BO,BSE
0P0001Q8B0.IR,ISE
0P0001OFDL.SA,SAO
0P00000TCK.L,LSE
0P0000ZK6V.BO,BSE
0P0001NKTI.TW,TAI
F702.SG,STU
0P0001PXU5.SZ,SHZ
0P0000JBJ9.TO,TOR
0P0000UB9W.TO,TOR
ABELUXX,NAS
NTEIPC+E1.MX,MEX
0P0001BAM7.BO,BSE
0P0000XQTW,PNK
0P00000OPR.SW,EBS
AAJFUXX,NAS
0P0000Y4M2.L,LSE
0P00001B78,PNK
0P0000YWKR,PNK
0P0001HWV0.IR,ISE
0P0001KTQ3.SI,SES
0P000014G4,PNK
0P000187W1.ST,STO
AAYBIXX,NAS
0P0000XVRJ.BO,BSE
ABDKQXX,NAS
0P0000YWKD,PNK
0P0001SGI2.SW,EBS
0P0000VGYC.L,LSE
0P0001TGWV.T,JPX
0P0001876X.L,LSE
0P00001BI6.F,FRA
0P00000PIC.F,FRA
0P0001LMO7.BO,MUN
0P0001I6I5.SA,SAO
IE000TLLSP66.SG,STU
0P00000G8L.F,FRA
0P0000WF54.TO,TOR
IDEAB-N2.MX,MEX
0P00009CZ4.F,FRA
0P0000A4U6,PNK
0P00009GU2.TO,TOR
0P00014O3U,PNK
0P0001BD05.SZ,SHZ
0P0001BAS8.BO,BSE
0P0001KEB3.TW,TAI
0P00009D1C.F,FRA
0P0000D1RA.F,FRA
0P0000NBLX.IR,ISE
GBMF2BM.MX,MEX
SURPATBOE3.MX,MEX
0P000186IE.SI,SES
0P0001LVS9.BO,BSE
0P0001A2N4.L,LSE
0P00011V91,PNK
AAUCXXX,NAS
0P0001BA7S.BO,TAI
0P0001EFNF.IR,ISE
0P0000KNC0.L,LSE
AALUVXX,NAS
ABDQFXX,NAS
SAMBPICA.MX,MEX
AANMZXX,NAS
0P00016BIA.L,LSE
0P00016GRF.BO,BSE
0P00000NHD.F,FRA
AAQYTXX,NAS
DJAM.SG,STU
0P0001F59X.SW,EBS
0P0000FTZG.F,FRA
0P00012FFC,PNK
0P00018CS9.CO,CPH
0P000018RC.F,FRA
0P0001JDFC.HK,HKG
0P0001H0B5.SW,EBS
0P00014752.SW,EBS
AAGCQXX,NAS
0P0000V5CJ.ST,STO
0P0001FE9X.BO,BSE
0P0000NFYP.TO,TOR
0P0000WHRP.L,LSE
0P0000KOEW.TO,TOR
0P0000V6YO.BO,BSE
IE000A0RC215.SG,STU
0P0000UE4B.SA,SAO
0P0001T2KV.HK,HKG
0P00008W58.F,FRA
AAAUX,NAS
0P0001L2NV.HK,HKG
0P0000F8D1.L,LSE
0P00019143.SZ,SHZ
0P0000CV84.F,FRA
0P0000XV8I.BO,BSE
0P0000XX0H.BO,BSE
0P0000F4QG.TO,TOR
0P000019CG,PNK
0P0000K091.L,LSE
NTEGUBE3.MX,MEX
0P00015426.L,LSE
ABCPXXX,NAS
0P0000KD9R.L,LSE
0P0000KUYZ.HK,HKG
0P0000XTAQ.F,TOR
0P00019C27.SW,EBS
0P0000LZ0Y.L,LSE
0P0000FXSR.TO,TOR
0P0000W873.TO,TOR
HSBCEMPBM1.MX,MEX
0P00012QIL,PNK
IE000P4AYI47.SG,STU
UIMB.SG,STU
0P00005V24.BO,BSE
0P0001EBX4.SI,SES
AAILXXX,NAS
0P0001ALHW.SI,SES
0P00012E08.SW,EBS
0P00011Q0F.SA,SAO
AAMQXXX,NAS
0P0001BQ9F.SW,EBS
0P00005W0K.F,FRA
0P0000A33Q.BO,BSE
0P0001Q3MD.TW,TAI
0P0001AH54.ST,STO
0P000024T9,PNK
0P00001TIW.F,FRA
AALHCXX,NAS
